unidade;ano;mes;giro_de_leitos;iisl
HRAD;2025;4;4,605809128630705;0,6786786786786784
HRAD;2025;5;4,443472409152086;0,513302034428795
HRAD;2025;6;4,482837528604119;0,3751914241960187
HRAD;2025;7;4,588793293624531;0,8152011922503722
HRAD;2025;8;4,1772567922874675;0,6747967479674796
HRAD;2025;9;4,902405810258738;0,5541666666666667
HRAD;2025;10;4,621916612093429;0,8799414348462667
HRAD;2025;11;4,752946509519492;0,658082975679542
HRAD;2025;12;4,716052108633252;1,0478955007256892
HRBJA;2022;1;2,4663736263736262;1,1491712707182318
HRBJA;2022;2;2,1305841924398625;1,1354838709677422
HRBJA;2022;3;2,6474945533769065;0,9642857142857147
HRBJA;2022;4;2,2062780269058297;0,8536585365853653
HRBJA;2022;5;2,4572382144347102;0,842105263157895
HRBJA;2022;6;2,1030405405405403;1,3072289156626502
HRBJA;2022;7;2,8272800645682;1,0398230088495575
HRBJA;2022;8;2,6895559210526314;0,9763033175355447
HRBJA;2022;9;2,5625;0,9219512195121949
HRBJA;2022;10;2,38658940397351;1,2204301075268817
HRBJA;2022;11;2,084398976982097;1,0245398773006138
HRBJA;2022;12;2,5854665565648225;1,445544554455445
HRBJA;2023;1;2,4067933683784877;1,4843749999999993
HRBJA;2023;2;2,05;1,0243902439024384
HRBJA;2023;3;2,469853574504737;0,5027027027027027
HRBJA;2023;4;2,5375;1,1773399014778327
HRBJA;2023;5;2,325;0,8709677419354838
HRBJA;2023;6;2,65;1,0000000000000004
HRBJA;2023;7;2,3875;0,7905759162303668
HRBJA;2023;8;2,6375;0,7156398104265406
HRBJA;2023;9;2,5375;0,7733990147783252
HRBJA;2023;10;2,2625;0,7403314917127078
HRBJA;2023;11;2,925;0,6153846153846159
HRBJA;2023;12;2,8875;0,8354978354978361
HRBJA;2024;1;3,139871382636656;0,7341269841269842
HRBJA;2024;2;2,6125;0,6985645933014353
HRBJA;2024;3;2,675;0,5046728971962621
HRBJA;2024;4;2,65;0,5707547169811321
HRBJA;2024;5;2,8;0,5267857142857146
HRBJA;2024;6;2,303240740740741;0,7437185929648246
HRBJA;2024;7;2,981516290726817;-2,980456026058633
HRBJA;2024;8;3,73577106518283;-2,163588390501319
HRBJA;2024;9;3,6529837875129356;-1,776203966005666
HRBJA;2024;10;2,6100759144237404;-2,1147540983606565
HRBJA;2024;11;2,9564846416382253;0,2077922077922077
HRBJA;2024;12;3,5588730025231285;0,7655677655677655
HRBJA;2025;1;3,51357733175915;1,086805555555556
HRBJA;2025;2;2,9351892127011743;1,3402489626556013
HRBJA;2025;3;3,2003809523809523;0,922509225092251
HRBJA;2025;4;3,1338028169014085;1,1273408239700375
HRBJA;2025;5;3,331063185773742;1,2676056338028165
HRBJA;2025;6;3,1912397340633554;0,904411764705882
HRBJA;2025;7;3,4223062381852554;0,9178082191780828
HRBJA;2025;8;3,204887218045113;0,5345454545454545
HRBJA;2025;9;2,846715328467153;0,6963562753036443
HRBJA;2025;10;2,8202920254586297;1,316872427983539
HRBJA;2025;11;2,8866380989481883;1,2995951417004046
HRBJA;2025;12;3,0461073318216174;1,1269230769230771
HRJP;2022;1;1,8062720356281314;7,2165605095541405
HRJP;2022;2;1,93974175035868;5,778106508875739
HRJP;2022;3;2,068121809540574;6,255936675461742
HRJP;2022;4;2,1545157780195865;4,381313131313131
HRJP;2022;5;2,186332267295068;5,976133651551311
HRJP;2022;6;2,0994475138121547;3,7017543859649127
HRJP;2022;7;2,3865632019603837;3,7453580901856776
HRJP;2022;8;2,3934527486102533;3,9866666666666672
HRJP;2022;9;2,1790215765861993;4,205882352941177
HRJP;2022;10;2,1272653227448584;3,9792284866468837
HRJP;2022;11;2,1826051112943117;3,439093484419263
HRJP;2022;12;2,265148514851485;4,116531165311653
HRJP;2023;1;2,0019688915140774;5,554878048780487
HRJP;2023;2;2,1458966565349544;3,4929178470254962
HRJP;2023;3;2,864792226586727;1,5637583892617446
HRJP;2023;4;2,4426395939086296;1,9027431421446386
HRJP;2023;5;2,6257977180429317;1,917808219178082
HRJP;2023;6;2,6433566433566433;2,489795918367347
HRJP;2023;7;2,3951566403997693;3,631840796019901
HRJP;2023;8;2,2176470588235295;3,4005305039787803
HRJP;2023;9;2,171945701357466;3,7717391304347836
HRJP;2023;10;2,3586300836738667;3,7877237851662398
HRJP;2023;11;2,3381367972396996;3,059895833333334
HRJP;2023;12;2,2717369776193306;4,218918918918917
HRJP;2024;1;2,0365853658536586;3,958083832335329
HRJP;2024;2;2,093820110136651;3,028248587570622
HRJP;2024;3;2,5250994506535327;2,4488372093023254
HRJP;2024;4;2,7267350157728707;1,8676789587852494
HRJP;2024;5;2,671282939026736;1,8258928571428565
HRJP;2024;6;2,408930669800235;2,321951219512195
HRJP;2024;7;2,263157894736842;3,7235142118863056
HRJP;2024;8;2,115334693120712;4,82608695652174
HRJP;2024;9;2,4052812858783006;3,303102625298329
HRJP;2024;10;2,7712736113708623;3,1443514644351453
HRJP;2024;11;2,3236196319018405;4,826732673267328
HRJP;2024;12;2,248549323017408;5,4159999999999995
HRJP;2025;1;2,272727272727273;6,128571428571426
HRJP;2025;2;2,383548541367767;2,9831460674157313
HRJP;2025;3;2,9697910200703497;2,1555075593952484
HRJP;2025;4;2,7880137679692245;2,7254901960784315
HRJP;2025;5;2,9329906719969543;2,124748490945674
HRJP;2025;6;2,560693641618497;2,7449209932279905
HRJP;2025;7;2,655296570020845;3,7588495575221246
HRJP;2025;8;2,7151898734177213;3,473193473193474
HRJP;2025;9;2,609736632083001;3,224770642201835
HRJP;2025;10;3,147108484592655;2,405405405405405
HRJP;2025;11;3,235219487439736;1,3223529411764712
HRJP;2025;12;3,377841651424092;1,7889688249400475
IRS;2022;1;0,7638427464008859;18,269662921348317
IRS;2022;2;0,6284530386740331;20,04615384615385
IRS;2022;3;0,9454545454545454;9,144230769230772
IRS;2022;4;0,8545454545454545;8,095744680851062
IRS;2022;5;1,0967836257309942;7,132231404958679
IRS;2022;6;0,775;13,290322580645164
IRS;2022;7;0,7416666666666667;16,30337078651685
IRS;2022;8;0,7833333333333333;15,71276595744681
IRS;2022;9;0,7916666666666666;15,242105263157896
IRS;2022;10;0,7416666666666667;14,95505617977528
IRS;2022;11;0,9583333333333334;9,478260869565219
IRS;2022;12;0,5583333333333333;27,17910447761194
IRS;2023;1;0,7916666666666666;15,294736842105264
IRS;2023;2;0,65;17,884615384615383
IRS;2023;3;0,8638322321172077;10,958762886597937
IRS;2023;4;0,65;18,0
IRS;2023;5;0,8833333333333333;13,018867924528303
IRS;2023;6;0,7666666666666667;14,130434782608697
IRS;2023;7;0,75;16,700000000000003
IRS;2023;11;3,925233644859813;-16,66326530612245
IRS;2023;12;0,9483122362869199;7,0459770114942515
IRS;2024;1;1,0345504515115822;3,223529411764705
IRS;2024;2;1,0643208475217556;5,195876288659792
IRS;2024;3;0,8665557404326123;13,476190476190478
IRS;2024;4;0,7886435331230284;12,093333333333335
IRS;2024;5;0,8729395604395604;10,51219512195122
IRS;2024;6;0,8176795580110497;7,135135135135134
IRS;2024;7;0,8431177446102819;11,926829268292682
IRS;2024;8;0,7431855500821019;12,589041095890414
IRS;2024;9;0,7461139896373057;15,86111111111111
IRS;2024;10;0,8664950349393159;8,30263157894737
IRS;2024;11;0,7940161104718066;8,82608695652174
IRS;2024;12;0,7978366281238344;15,115942028985506
IRS;2025;1;0,8493150684931506;13,094594594594593
IRS;2025;2;0,5986842105263158;13,788461538461537
IRS;2025;3;0,9970425138632163;6,574712643678162
IRS;2025;4;0,776255707762557;7,2941176470588225
IRS;2025;5;0,9900881057268722;5,8275862068965525
IRS;2025;6;0,854538549183441;5,173333333333333
IRS;2025;7;0,934902537697683;9,256097560975611
IRS;2025;8;0,8365988909426987;9,917808219178085
IRS;2025;9;0,7704101188194711;8,402985074626866
IRS;2025;10;1,0555144337527758;4,250000000000001
IRS;2025;11;0,8444275389882084;6,594594594594594
IRS;2025;12;0,9983270598076118;6,999999999999997
MOV;2022;1;4,585741206030151;0,7070063694267514
MOV;2022;2;4,5997267759562845;0,3638253638253637
MOV;2022;3;5,377059372085794;0,31541218637992824
MOV;2022;4;4,810045074050225;0,718875502008032
MOV;2022;5;5,413149847094801;0,3555166374781085
MOV;2022;6;5,34005857468272;0,36928702010968933
MOV;2022;7;5,49645390070922;0,5286956521739129
MOV;2022;8;5,228075811114681;0,5561904761904759
MOV;2022;9;4,950884086444008;0,5218253968253966
MOV;2022;10;4,864308681672026;0,9426229508196718
MOV;2022;11;4,9107692307692306;0,46804511278195476
MOV;2022;12;5,166666666666667;0,7254901960784315
MOV;2023;1;4,874624173180998;0,8604206500956022
MOV;2023;2;4,475803933812051;0,5175781249999999
MOV;2023;3;5,466398621481907;-0,23778501628664497
MOV;2023;4;34,78448275862069;-4,5092936802973975
MOV;2023;11;18,848996832101374;-3,2756302521008407
MOV;2023;12;5,184356070582038;0,7527559055118112
MOV;2024;1;4,707499332799573;0,8840070298769769
MOV;2024;2;5,061635944700461;0,7293729372937292
MOV;2024;3;5,3776354416866825;0,6584615384615387
MOV;2024;4;5,6489945155393055;0,5372168284789642
MOV;2024;5;6,196072220462464;0,3217115689381932
MOV;2024;6;5,468801045409997;0,46236559139784955
MOV;2024;7;5,804211911813097;0,2319859402460456
MOV;2024;8;5,308281756557618;0,5404475043029261
MOV;2024;9;5,274356103023516;0,27866242038216543
MOV;2024;10;4,588815789473684;0,9555555555555556
MOV;2024;11;4,571766095688128;0,331395348837209
MOV;2024;12;4,972131633560629;0,10536044362292062
MOV;2025;1;5,317616430431009;-0,38785834738617164
MOV;2025;2;5,133928571428571;-0,43130434782608673
MOV;2025;3;6,212550607287449;-0,6608946608946608
MOV;2025;4;5,613825983313468;-0,5270700636942675
MOV;2025;5;5,7343532684283725;-0,32481203007518766
MOV;2025;6;4,917627677100494;-0,4321608040201005
MOV;2025;7;4,868838763575606;0,11702127659574464
MOV;2025;8;4,59640387275242;-0,42164179104477617
MOV;2025;9;5,185825410544512;0,06666666666666682
MOV;2025;10;5,2420600858369095;0,19120135363790164
MOV;2025;11;4,995555555555556;-0,06939501779359393
MOV;2025;12;4,8984397163120565;-0,11131059245960481
